lexeme,variants,msg,mpl,fsg,fpl
maximal,maximal,maksimal,maksimo,maksimal,maksimal
maximum,maximum,maksimɔm,maksimɔm,maksimɔm,maksimɔm
maya,maya,maja,maja,maja,maja
mazdéen,mazdéen,mazdEɛ̃,mazdEɛ̃,mazdEɛn,mazdEɛn
mazouté,mazouté,mazute,mazute,mazute,mazute
méandreux,méandreux,mEɑ̃dʁø,mEɑ̃dʁø,mEɑ̃dʁøz,mEɑ̃dʁøz
mécanique,mécanique,mEkanik,mEkanik,mEkanik,mEkanik
mécaniste,mécaniste,mEkanist,mEkanist,mEkanist,mEkanist
mécanographique,mécanographique,mEkanOgʁafik,mEkanOgʁafik,mEkanOgʁafik,mEkanOgʁafik
méchant,méchant,mEʃɑ̃,mEʃɑ̃,mEʃɑ̃t,mEʃɑ̃t
méconnaissable,méconnaissable,mEkOnEsabl,mEkOnEsabl,mEkOnEsabl,mEkOnEsabl
méconnu,méconnu,mEkOny,mEkOny,mEkOny,mEkOny
mécontent,mécontent,mEkɔ̃tɑ̃,mEkɔ̃tɑ̃,mEkɔ̃tɑ̃t,mEkɔ̃tɑ̃t
mécréant,mécréant,mEkʁEɑ̃,mEkʁEɑ̃,mEkʁEɑ̃t,mEkʁEɑ̃t
médaillé,médaillé,mEdaje,mEdaje,mEdaje,mEdaje
médian,médian,mEdjɑ̃,mEdjɑ̃,mEdjan,mEdjan
médiateur,médiateur,mEdjatœʁ,mEdjatœʁ,mEdjatʁis,mEdjatʁis
médiatique,médiatique,mEdjatik,mEdjatik,mEdjatik,mEdjatik
médical,médical,mEdikal,mEdiko,mEdikal,mEdikal
médicamenteux,médicamenteux,mEdikamɑ̃tø,mEdikamɑ̃tø,mEdikamɑ̃tøz,mEdikamɑ̃tøz
médicinal,médicinal,mEdisinal,mEdisino,mEdisinal,mEdisinal
médico-légal,médico-légal,mEdikOlEgal,mEdikOlEgo,mEdikOlEgal,mEdikOlEgal
médico-psychologique,médico-psychologique,mEdikOpsikOlOʒik,mEdikOpsikOlOʒik,mEdikOpsikOlOʒik,mEdikOpsikOlOʒik
médico-social,médico-social,mEdikOsOsjal,mEdikOsOsjo,mEdikOsOsjal,mEdikOsOsjal
médiéval,médiéval,mEdjEval,mEdjEvo,mEdjEval,mEdjEval
médiocre,médiocre,mEdjɔkʁ,mEdjɔkʁ,mEdjɔkʁ,mEdjɔkʁ
médisant,médisant,mEdizɑ̃,mEdizɑ̃,mEdizɑ̃t,mEdizɑ̃t
méditant,méditant,mEditɑ̃,mEditɑ̃,mEditɑ̃t,mEditɑ̃t
méditatif,méditatif,mEditatif,mEditatif,mEditativ,mEditativ
méditerrané,méditerrané,mEditEʁane,mEditEʁane,mEditEʁane,mEditEʁane
méditerranéen,méditerranéen,mEditEʁanEɛ̃,mEditEʁanEɛ̃,mEditEʁanEɛn,mEditEʁanEɛn
médiumnique,médiumnique,mEdjɔmnik,mEdjɔmnik,mEdjɔmnik,mEdjɔmnik
médullaire,médullaire,mEdylɛʁ,mEdylɛʁ,mEdylɛʁ,mEdylɛʁ
médusé,médusé,mEdyze,mEdyze,mEdyze,mEdyze
méfiant,méfiant,mEfjɑ̃,mEfjɑ̃,mEfjɑ̃t,mEfjɑ̃t
méga,méga,mEga,mEga,mEga,mEga
mégalithique,mégalithique,mEgalitik,mEgalitik,mEgalitik,mEgalitik
mégalo,mégalo,mEgalo,mEgalo,mEgalo,mEgalo
mégalomane,mégalomane,mEgalOman,mEgalOman,mEgalOman,mEgalOman
mégalomaniaque,mégalomaniaque,mEgalOmanjak,mEgalOmanjak,mEgalOmanjak,mEgalOmanjak
meiji,meiji,mEʒi,mEʒi,mEʒi,mEʒi
meilleur,meilleur,mEjœʁ,mEjœʁ,mEjœʁ,mEjœʁ
mélancolieux,mélancolieux,mElɑ̃kOljø,mElɑ̃kOljø,mElɑ̃kOljøz,mElɑ̃kOljøz
mélancolique,mélancolique,mElɑ̃kOlik,mElɑ̃kOlik,mElɑ̃kOlik,mElɑ̃kOlik
mélanésien,mélanésien,mElanEzjɛ̃,mElanEzjɛ̃,mElanEzjɛn,mElanEzjɛn
mélangé,mélangé,mElɑ̃ʒe,mElɑ̃ʒe,mElɑ̃ʒe,mElɑ̃ʒe
mélangeant,mélangeant,mElɑ̃ʒɑ̃,mElɑ̃ʒɑ̃,mElɑ̃ʒɑ̃t,mElɑ̃ʒɑ̃t
melba,melba,mɛlba,mɛlba,mɛlba,mɛlba
mêlé,mêlé,mEle,mEle,mEle,mEle
mellifère,mellifère,mElifɛʁ,mElifɛʁ,mElifɛʁ,mElifɛʁ
melliflue,melliflue,mElifly,mElifly,mElifly,mElifly
mélodieux,mélodieux,mElOdjø,mElOdjø,mElOdjøz,mElOdjøz
mélodique,mélodique,mElOdik,mElOdik,mElOdik,mElOdik
mélodramatique,mélodramatique,mElOdʁamatik,mElOdʁamatik,mElOdʁamatik,mElOdʁamatik
mélomane,mélomane,mElOman,mElOman,mElOman,mElOman
membranaire,membranaire,mɑ̃bʁanɛʁ,mɑ̃bʁanɛʁ,mɑ̃bʁanɛʁ,mɑ̃bʁanɛʁ
membraneux,membraneux,mɑ̃bʁanø,mɑ̃bʁanø,mɑ̃bʁanøz,mɑ̃bʁanøz
membré,membré,mɑ̃bʁe,mɑ̃bʁe,mɑ̃bʁe,mɑ̃bʁe
membru,membru,mɑ̃bʁy,mɑ̃bʁy,mɑ̃bʁy,mɑ̃bʁy
même,même,mɛm,mɛm,mɛm,mɛm
mémorable,mémorable,mEmOʁabl,mEmOʁabl,mEmOʁabl,mEmOʁabl
mémoriel,mémoriel,mEmOʁjɛl,mEmOʁjɛl,mEmOʁjɛl,mEmOʁjɛl
mémorisable,mémorisable,mEmOʁizabl,mEmOʁizabl,mEmOʁizabl,mEmOʁizabl
menaçant,menaçant,mənasɑ̃,mənasɑ̃,mənasɑ̃t,mənasɑ̃t
menacé,menacé,mənase,mənase,mənase,mənase
ménager,ménager,mEnaʒe,mEnaʒe,mEnaʒɛʁ,mEnaʒɛʁ
mendé,mendé,mɑ̃de,mɑ̃de,mɑ̃de,mɑ̃de
méningé,méningé,mEnɛ̃ʒe,mEnɛ̃ʒe,mEnɛ̃ʒe,mEnɛ̃ʒe
ménopausé,ménopausé,mEnOpOze,mEnOpOze,mEnOpOze,mEnOpOze
mensonger,mensonger,mɑ̃sɔ̃ʒe,mɑ̃sɔ̃ʒe,mɑ̃sɔ̃ʒɛʁ,mɑ̃sɔ̃ʒɛʁ
menstruel,menstruel,mɑ̃stʁɥɛl,mɑ̃stʁɥɛl,mɑ̃stʁɥɛl,mɑ̃stʁɥɛl
mensuel,mensuel,mɑ̃sɥɛl,mɑ̃sɥɛl,mɑ̃sɥɛl,mɑ̃sɥɛl
mental,mental,mɑ̃tal,mɑ̃to,mɑ̃tal,mɑ̃tal
menteur,menteur,mɑ̃tœʁ,mɑ̃tœʁ,mɑ̃tøz,mɑ̃tøz
mentholé,mentholé,mɑ̃tOle,mɑ̃tOle,mɑ̃tOle,mɑ̃tOle
mentonnier,mentonnier,mɑ̃tOnje,mɑ̃tOnje,mɑ̃tOnjɛʁ,mɑ̃tOnjɛʁ
menu,menu,məny,məny,məny,məny
méphistophélique,méphistophélique,mEfistOfElik,mEfistOfElik,mEfistOfElik,mEfistOfElik
méphitique,méphitique,mEfitik,mEfitik,mEfitik,mEfitik
méplat,méplat,mEpla,mEpla,mEplat,mEplat
méprisable,méprisable,mEpʁizabl,mEpʁizabl,mEpʁizabl,mEpʁizabl
méprisant,méprisant,mEpʁizɑ̃,mEpʁizɑ̃,mEpʁizɑ̃t,mEpʁizɑ̃t
mer-air,mer-air,mɛʁɛʁ,mɛʁɛʁ,mɛʁɛʁ,mɛʁɛʁ
mercantile,mercantile,mɛʁkɑ̃til,mɛʁkɑ̃til,mɛʁkɑ̃til,mɛʁkɑ̃til
mercenaire,mercenaire,mɛʁsənɛʁ,mɛʁsənɛʁ,mɛʁsənɛʁ,mɛʁsənɛʁ
merdeux,merdeux,mɛʁdø,mɛʁdø,mɛʁdøz,mɛʁdøz
merdique,merdique,mɛʁdik,mɛʁdik,mɛʁdik,mɛʁdik
méridien,méridien,mEʁidjɛ̃,mEʁidjɛ̃,mEʁidjɛn,mEʁidjɛn
méridional,méridional,mEʁidjOnal,mEʁidjOno,mEʁidjOnal,mEʁidjOnal
méritant,méritant,mEʁitɑ̃,mEʁitɑ̃,mEʁitɑ̃t,mEʁitɑ̃t
méritoire,méritoire,mEʁitwaʁ,mEʁitwaʁ,mEʁitwaʁ,mEʁitwaʁ
mérovingien,mérovingien,mEʁOvɛ̃ʒjɛ̃,mEʁOvɛ̃ʒjɛ̃,mEʁOvɛ̃ʒjɛn,mEʁOvɛ̃ʒjɛn
merveilleux,merveilleux,mɛʁvEjø,mɛʁvEjø,mɛʁvEjøz,mɛʁvEjøz
mésentérique,mésentérique,mEzɑ̃tEʁik,mEzɑ̃tEʁik,mEzɑ̃tEʁik,mEzɑ̃tEʁik
mésodermique,mésodermique,mEzOdɛʁmik,mEzOdɛʁmik,mEzOdɛʁmik,mEzOdɛʁmik
mésomorphe,mésomorphe,mEzOmɔʁf,mEzOmɔʁf,mEzOmɔʁf,mEzOmɔʁf
mésomorphique,mésomorphique,mEzOmɔʁfik,mEzOmɔʁfik,mEzOmɔʁfik,mEzOmɔʁfik
mésopotamien,mésopotamien,mEzOpOtamjɛ̃,mEzOpOtamjɛ̃,mEzOpOtamjɛn,mEzOpOtamjɛn
mésozoïque,mésozoïque,mEzOzOik,mEzOzOik,mEzOzOik,mEzOzOik
mesquin,mesquin,mEskɛ̃,mEskɛ̃,mEskin,mEskin
messaliste,messaliste,mEsalist,mEsalist,mEsalist,mEsalist
messianique,messianique,mEsjanik,mEsjanik,mEsjanik,mEsjanik
messin,messin,mEsɛ̃,mEsɛ̃,mEsin,mEsin
mesurable,mesurable,məzyʁabl,məzyʁabl,məzyʁabl,məzyʁabl
mesuré,mesuré,məzyʁe,məzyʁe,məzyʁe,məzyʁe
métabolique,métabolique,mEtabOlik,mEtabOlik,mEtabOlik,mEtabOlik
métacarpien,métacarpien,mEtakaʁpjɛ̃,mEtakaʁpjɛ̃,mEtakaʁpjɛn,mEtakaʁpjɛn
métallique,métallique,mEtalik,mEtalik,mEtalik,mEtalik
métallurgique,métallurgique,mEtalyʁʒik,mEtalyʁʒik,mEtalyʁʒik,mEtalyʁʒik
métamorphique,métamorphique,mEtamɔʁfik,mEtamɔʁfik,mEtamɔʁfik,mEtamɔʁfik
métaphorique,métaphorique,mEtafOʁik,mEtafOʁik,mEtafOʁik,mEtafOʁik
métaphysique,métaphysique,mEtafizik,mEtafizik,mEtafizik,mEtafizik
métapsychique,métapsychique,mEtapsiʃik,mEtapsiʃik,mEtapsiʃik,mEtapsiʃik
métapsychologique,métapsychologique,mEtapsikOlOʒik,mEtapsikOlOʒik,mEtapsikOlOʒik,mEtapsikOlOʒik
métastatique,métastatique,mEtastatik,mEtastatik,mEtastatik,mEtastatik
métatarsien,métatarsien,mEtataʁsjɛ̃,mEtataʁsjɛ̃,mEtataʁsjɛn,mEtataʁsjɛn
météorique,météorique,mEtEOʁik,mEtEOʁik,mEtEOʁik,mEtEOʁik
météoritique,météoritique,mEtEOʁitik,mEtEOʁitik,mEtEOʁitik,mEtEOʁitik
météorologique,météorologique,mEtEOʁOlOʒik,mEtEOʁOlOʒik,mEtEOʁOlOʒik,mEtEOʁOlOʒik
méthodique,méthodique,mEtOdik,mEtOdik,mEtOdik,mEtOdik
méthodiste,méthodiste,mEtOdist,mEtOdist,mEtOdist,mEtOdist
méthodologique,méthodologique,mEtOdOlOʒik,mEtOdOlOʒik,mEtOdOlOʒik,mEtOdOlOʒik
méthylique,méthylique,mEtilik,mEtilik,mEtilik,mEtilik
méticuleux,méticuleux,mEtikylø,mEtikylø,mEtikyløz,mEtikyløz
métis,métis,mEtis,mEtis,mEtis,mEtis
métrique,métrique,mEtʁik,mEtʁik,mEtʁik,mEtʁik
métropolitain,métropolitain,mEtʁOpOlitɛ̃,mEtʁOpOlitɛ̃,mEtʁOpOlitɛn,mEtʁOpOlitɛn
mettable,mettable,mEtabl,mEtabl,mEtabl,mEtabl
meublant,meublant,mØblɑ̃,mØblɑ̃,mØblɑ̃t,mØblɑ̃t
meublé,meublé,mØble,mØble,mØble,mØble
meuble,meuble,mœbl,mœbl,mœbl,mœbl
meulier,meulier,mØlje,mØlje,mØljɛʁ,mØljɛʁ
meunier,meunier,mØnje,mØnje,mØnjɛʁ,mØnjɛʁ
meurtri,meurtri,mœʁtʁi,mœʁtʁi,mœʁtʁi,mœʁtʁi
meurtrier,meurtrier,mœʁtʁije,mœʁtʁije,mœʁtʁijɛʁ,mœʁtʁijɛʁ
meusien,meusien,mØzjɛ̃,mØzjɛ̃,mØzjɛn,mØzjɛn
mexicain,mexicain,mEksikɛ̃,mEksikɛ̃,mEksikɛn,mEksikɛn
mi-accablé,mi-accablé,miakable,miakable,miakable,miakable
mi-allongé,mi-allongé,mialɔ̃ʒe,mialɔ̃ʒe,mialɔ̃ʒe,mialɔ̃ʒe
mi-animal,mi-animal,mianimal,mianimo,mianimal,mianimal
mi-appointé,mi-appointé,miapwɛ̃te,miapwɛ̃te,miapwɛ̃te,miapwɛ̃te
mi-arabe,mi-arabe,miaʁab,miaʁab,miaʁab,miaʁab
mi-bête,mi-bête,mibɛt,mibɛt,mibɛt,mibɛt
mi-biblique,mi-biblique,mibiblik,mibiblik,mibiblik,mibiblik
mi-black,mi-black,miblak,miblak,miblak,miblak
mi-bleu,mi-bleu,miblø,miblø,miblø,miblø
mi-bourgeois,mi-bourgeois,mibuʁʒwa,mibuʁʒwa,mibuʁʒwaz,mibuʁʒwaz
mi-britannique,mi-britannique,mibʁitanik,mibʁitanik,mibʁitanik,mibʁitanik
mi-bureaucrate,mi-bureaucrate,mibyʁOkʁat,mibyʁOkʁat,mibyʁOkʁat,mibyʁOkʁat
mi-café,mi-café,mikafe,mikafe,mikafe,mikafe
mi-céleste,mi-céleste,misElɛst,misElɛst,misElɛst,misElɛst
mi-cérémonieux,mi-cérémonieux,misEʁEmOnjø,misEʁEmOnjø,misEʁEmOnjøz,misEʁEmOnjøz
mi-chair,mi-chair,miʃɛʁ,miʃɛʁ,miʃɛʁ,miʃɛʁ
mi-chauve,mi-chauve,miʃov,miʃov,miʃov,miʃov
mi-clair,mi-clair,miklɛʁ,miklɛʁ,miklɛʁ,miklɛʁ
mi-clos,mi-clos,miklo,miklo,mikloz,mikloz
mi-comique,mi-comique,mikOmik,mikOmik,mikOmik,mikOmik
mi-complice,mi-complice,mikɔ̃plis,mikɔ̃plis,mikɔ̃plis,mikɔ̃plis
mi-confondu,mi-confondu,mikɔ̃fɔ̃dy,mikɔ̃fɔ̃dy,mikɔ̃fɔ̃dy,mikɔ̃fɔ̃dy
mi-connu,mi-connu,mikOny,mikOny,mikOny,mikOny
mi-consterné,mi-consterné,mikɔ̃stɛʁne,mikɔ̃stɛʁne,mikɔ̃stɛʁne,mikɔ̃stɛʁne
mi-contrarié,mi-contrarié,mikɔ̃tʁaʁje,mikɔ̃tʁaʁje,mikɔ̃tʁaʁje,mikɔ̃tʁaʁje
mi-courtois,mi-courtois,mikuʁtwa,mikuʁtwa,mikuʁtwaz,mikuʁtwaz
mi-cruel,mi-cruel,mikʁɥɛl,mikʁɥɛl,mikʁɥɛl,mikʁɥɛl
mi-curieux,mi-curieux,mikyʁjø,mikyʁjø,mikyʁjøz,mikyʁjøz
mi-didactique,mi-didactique,mididaktik,mididaktik,mididaktik,mididaktik
mi-doux,mi-doux,midu,midu,midus,midus
mi-effrayé,mi-effrayé,miEfʁEje,miEfʁEje,miEfʁEje,miEfʁEje
mi-enjoué,mi-enjoué,miɑ̃ʒwe,miɑ̃ʒwe,miɑ̃ʒwe,miɑ̃ʒwe
mi-enterré,mi-enterré,miɑ̃tEʁe,miɑ̃tEʁe,miɑ̃tEʁe,miɑ̃tEʁe
mi-envieux,mi-envieux,miɑ̃vjø,miɑ̃vjø,miɑ̃vjøz,miɑ̃vjøz
mi-étonné,mi-étonné,miEtOne,miEtOne,miEtOne,miEtOne
mi-éveillé,mi-éveillé,miEvEje,miEvEje,miEvEje,miEvEje
mi-faux,mi-faux,mifo,mifo,mifos,mifos
mi-furieux,mi-furieux,mifyʁjø,mifyʁjø,mifyʁjøz,mifyʁjøz
mi-goguenard,mi-goguenard,migOgənaʁ,migOgənaʁ,migOgənaʁd,migOgənaʁd
mi-grave,mi-grave,migʁav,migʁav,migʁav,migʁav
mi-grondeur,mi-grondeur,migʁɔ̃dœʁ,migʁɔ̃dœʁ,migʁɔ̃døz,migʁɔ̃døz
mi-grossier,mi-grossier,migʁOsje,migʁOsje,migʁOsjɛʁ,migʁOsjɛʁ
mi-haute,mi-haute,miot,miot,miot,miot
mi-hésitant,mi-hésitant,miEzitɑ̃,miEzitɑ̃,miEzitɑ̃t,miEzitɑ̃t
mi-historique,mi-historique,miistOʁik,miistOʁik,miistOʁik,miistOʁik
mi-indigène,mi-indigène,miɛ̃diʒɛn,miɛ̃diʒɛn,miɛ̃diʒɛn,miɛ̃diʒɛn
mi-indigné,mi-indigné,miɛ̃diɲe,miɛ̃diɲe,miɛ̃diɲe,miɛ̃diɲe
mi-indulgent,mi-indulgent,miɛ̃dylʒɑ̃,miɛ̃dylʒɑ̃,miɛ̃dylʒɑ̃t,miɛ̃dylʒɑ̃t
mi-inquiet,mi-inquiet,miɛ̃kjɛ,miɛ̃kjɛ,miɛ̃kjɛt,miɛ̃kjɛt
mi-ironique,mi-ironique,miiʁOnik,miiʁOnik,miiʁOnik,miiʁOnik
mi-jaune,mi-jaune,miʒon,miʒon,miʒon,miʒon
mi-lent,mi-lent,milɑ̃,milɑ̃,milɑ̃t,milɑ̃t
mi-lourd,mi-lourd,miluʁ,miluʁ,miluʁd,miluʁd
mi-menaçant,mi-menaçant,mimənasɑ̃,mimənasɑ̃,mimənasɑ̃t,mimənasɑ̃t
mi-miel,mi-miel,mimjɛl,mimjɛl,mimjɛl,mimjɛl
mi-moyen,mi-moyen,mimwajɛ̃,mimwajɛ̃,mimwajɛn,mimwajɛn
mi-narquoix,mi-narquoix,minaʁkwa,minaʁkwa,minaʁkwaz,minaʁkwaz
mi-obscur,mi-obscur,miɔpskyʁ,miɔpskyʁ,miɔpskyʁ,miɔpskyʁ
mi-parti,mi-parti,mipaʁti,mipaʁti,mipaʁti,mipaʁti
mi-pathétique,mi-pathétique,mipatEtik,mipatEtik,mipatEtik,mipatEtik
mi-pincé,mi-pincé,mipɛ̃se,mipɛ̃se,mipɛ̃se,mipɛ̃se
mi-plaintif,mi-plaintif,miplɛ̃tif,miplɛ̃tif,miplɛ̃tiv,miplɛ̃tiv
mi-rageur,mi-rageur,miʁaʒœʁ,miʁaʒœʁ,miʁaʒøz,miʁaʒøz
mi-raide,mi-raide,miʁɛd,miʁɛd,miʁɛd,miʁɛd
mi-réprobateur,mi-réprobateur,miʁEpʁObatœʁ,miʁEpʁObatœʁ,miʁEpʁObatʁis,miʁEpʁObatʁis
mi-respectueux,mi-respectueux,miʁEspEktɥø,miʁEspEktɥø,miʁEspEktɥøz,miʁEspEktɥøz
mi-riant,mi-riant,miʁjɑ̃,miʁjɑ̃,miʁjɑ̃t,miʁjɑ̃t
mi-russe,mi-russe,miʁys,miʁys,miʁys,miʁys
mi-samoan,mi-samoan,misamOɑ̃,misamOɑ̃,misamOan,misamOan
mi-sanglotant,mi-sanglotant,misɑ̃glOtɑ̃,misɑ̃glOtɑ̃,misɑ̃glOtɑ̃t,misɑ̃glOtɑ̃t
mi-satisfait,mi-satisfait,misatisfɛ,misatisfɛ,misatisfɛt,misatisfɛt
mi-sceptique,mi-sceptique,misEptik,misEptik,misEptik,misEptik
mi-scientifique,mi-scientifique,misjɑ̃tifik,misjɑ̃tifik,misjɑ̃tifik,misjɑ̃tifik
mi-sérieux,mi-sérieux,misEʁjø,misEʁjø,misEʁjøz,misEʁjøz
mi-sidéré,mi-sidéré,misidEʁe,misidEʁe,misidEʁe,misidEʁe
mi-sombre,mi-sombre,misɔ̃bʁ,misɔ̃bʁ,misɔ̃bʁ,misɔ̃bʁ
mi-souriant,mi-souriant,misuʁjɑ̃,misuʁjɑ̃,misuʁjɑ̃t,misuʁjɑ̃t
mi-suisse,mi-suisse,misɥis,misɥis,misɥis,misɥis
mi-terrorisé,mi-terrorisé,mitEʁOʁize,mitEʁOʁize,mitEʁOʁize,mitEʁOʁize
mi-timide,mi-timide,mitimid,mitimid,mitimid,mitimid
mi-tortue,mi-tortue,mitɔʁty,mitɔʁty,mitɔʁty,mitɔʁty
mi-tragique,mi-tragique,mitʁaʒik,mitʁaʒik,mitʁaʒik,mitʁaʒik
mi-voluptueux,mi-voluptueux,mivOlyptɥø,mivOlyptɥø,mivOlyptɥøz,mivOlyptɥøz
miao,miao,mjao,mjao,mjao,mjao
miauleur,miauleur,mjOlœʁ,mjOlœʁ,mjOløz,mjOløz
micacé,micacé,mikase,mikase,mikase,mikase
microbien,microbien,mikʁObjɛ̃,mikʁObjɛ̃,mikʁObjɛn,mikʁObjɛn
microcéphale,microcéphale,mikʁOsEfal,mikʁOsEfal,mikʁOsEfal,mikʁOsEfal
microscopique,microscopique,mikʁOskOpik,mikʁOskOpik,mikʁOskOpik,mikʁOskOpik
miel,miel,mjɛl,mjɛl,mjɛl,mjɛl
miellé,miellé,mjEle,mjEle,mjEle,mjEle
mielleux,mielleux,mjElø,mjElø,mjEløz,mjEløz
mièvre,mièvre,mjɛvʁ,mjɛvʁ,mjɛvʁ,mjɛvʁ
mignard,mignard,miɲaʁ,miɲaʁ,miɲaʁd,miɲaʁd
mignon,mignon,miɲɔ̃,miɲɔ̃,miɲɔn,miɲɔn
mignonnet,mignonnet,miɲOnɛ,miɲOnɛ,miɲOnɛt,miɲOnɛt
migraineux,migraineux,migʁEnø,migʁEnø,migʁEnøz,migʁEnøz
migrant,migrant,migʁɑ̃,migʁɑ̃,migʁɑ̃t,migʁɑ̃t
migrateur,migrateur,migʁatœʁ,migʁatœʁ,migʁatʁis,migʁatʁis
migratoire,migratoire,migʁatwaʁ,migʁatwaʁ,migʁatwaʁ,migʁatwaʁ
milanais,milanais,milanɛ,milanɛ,milanɛz,milanɛz
milésien,milésien,milEzjɛ̃,milEzjɛ̃,milEzjɛn,milEzjɛn
militaire,militaire,militɛʁ,militɛʁ,militɛʁ,militɛʁ
militant,militant,militɑ̃,militɑ̃,militɑ̃t,militɑ̃t
militariste,militariste,militaʁist,militaʁist,militaʁist,militaʁist
militaro-industriel,militaro-industriel,militaʁOɛ̃dystʁijɛl,militaʁOɛ̃dystʁijɛl,militaʁOɛ̃dystʁijɛl,militaʁOɛ̃dystʁijɛl
millénaire,millénaire,milEnɛʁ,milEnɛʁ,milEnɛʁ,milEnɛʁ
millénariste,millénariste,milEnaʁist,milEnaʁist,milEnaʁist,milEnaʁist
milliaire,milliaire,miljɛʁ,miljɛʁ,miljɛʁ,miljɛʁ
milliardaire,milliardaire,miljaʁdɛʁ,miljaʁdɛʁ,miljaʁdɛʁ,miljaʁdɛʁ
milliardième,milliardième,miljaʁdjɛm,miljaʁdjɛm,miljaʁdjɛm,miljaʁdjɛm
millième,millième,miljɛm,miljɛm,miljɛm,miljɛm
millimétré,millimétré,milimEtʁe,milimEtʁe,milimEtʁe,milimEtʁe
millimétrique,millimétrique,milimEtʁik,milimEtʁik,milimEtʁik,milimEtʁik
millionième,millionième,miljOnjɛm,miljOnjɛm,miljOnjɛm,miljOnjɛm
millionnaire,millionnaire,miljOnɛʁ,miljOnɛʁ,miljOnɛʁ,miljOnɛʁ
mimétique,mimétique,mimEtik,mimEtik,mimEtik,mimEtik
mimi,mimi,mimi,mimi,mimi,mimi
mimique,mimique,mimik,mimik,mimik,mimik
mimosa,mimosa,mimOza,mimOza,mimOza,mimOza
minable,minable,minabl,minabl,minabl,minabl
minaudant,minaudant,minOdɑ̃,minOdɑ̃,minOdɑ̃t,minOdɑ̃t
minaudeur,minaudeur,minOdœʁ,minOdœʁ,minOdøz,minOdøz
minaudier,minaudier,minOdje,minOdje,minOdjɛʁ,minOdjɛʁ
mince,mince,mɛ̃s,mɛ̃s,mɛ̃s,mɛ̃s
minéral,minéral,minEʁal,minEʁo,minEʁal,minEʁal
minéralisé,minéralisé,minEʁalize,minEʁalize,minEʁalize,minEʁalize
minéralogique,minéralogique,minEʁalOʒik,minEʁalOʒik,minEʁalOʒik,minEʁalOʒik
mineur,mineur,minœʁ,minœʁ,minœʁ,minœʁ
ming,ming,miŋ,miŋ,miŋ,miŋ
mini,mini,mini,mini,mini,mini
minier,minier,minje,minje,minjɛʁ,minjɛʁ
minimal,minimal,minimal,minimo,minimal,minimal
minimaliste,minimaliste,minimalist,minimalist,minimalist,minimalist
minime,minime,minim,minim,minim,minim
minimum,minimum,minimɔm,minimɔm,minimɔm,minimɔm
ministériel,ministériel,ministEʁjɛl,ministEʁjɛl,ministEʁjɛl,ministEʁjɛl
ministrable,ministrable,ministʁabl,ministʁabl,ministʁabl,ministʁabl
mino,mino,mino,mino,minod,minod
minoen,minoen,minOɛ̃,minOɛ̃,minOɛn,minOɛn
minoritaire,minoritaire,minOʁitɛʁ,minOʁitɛʁ,minOʁitɛʁ,minOʁitɛʁ
minouche,minouche,minuʃ,minuʃ,minuʃ,minuʃ
minuscule,minuscule,minyskyl,minyskyl,minyskyl,minyskyl
minutieux,minutieux,minysjø,minysjø,minysjøz,minysjøz
miraculant,miraculant,miʁakylɑ̃,miʁakylɑ̃,miʁakylɑ̃t,miʁakylɑ̃t
miraculé,miraculé,miʁakyle,miʁakyle,miʁakyle,miʁakyle
miraculeux,miraculeux,miʁakylø,miʁakylø,miʁakyløz,miʁakyløz
miraud,miraud,miʁo,miʁo,miʁod,miʁod
mirifique,mirifique,miʁifik,miʁifik,miʁifik,miʁifik
miro,miro,miʁo,miʁo,miʁo,miʁo
mirobolant,mirobolant,miʁObOlɑ̃,miʁObOlɑ̃,miʁObOlɑ̃t,miʁObOlɑ̃t
miroitant,miroitant,miʁwatɑ̃,miʁwatɑ̃,miʁwatɑ̃t,miʁwatɑ̃t
miroité,miroité,miʁwate,miʁwate,miʁwate,miʁwate
mis,mis,mi,mi,miz,miz
misanthrope,misanthrope,mizɑ̃tʁɔp,mizɑ̃tʁɔp,mizɑ̃tʁɔp,mizɑ̃tʁɔp
misanthropique,misanthropique,mizɑ̃tʁOpik,mizɑ̃tʁOpik,mizɑ̃tʁOpik,mizɑ̃tʁOpik
miscible,miscible,misibl,misibl,misibl,misibl
misérabiliste,misérabiliste,mizEʁabilist,mizEʁabilist,mizEʁabilist,mizEʁabilist
misérable,misérable,mizEʁabl,mizEʁabl,mizEʁabl,mizEʁabl
miséreux,miséreux,mizEʁø,mizEʁø,mizEʁøz,mizEʁøz
miséricordieux,miséricordieux,mizEʁikɔʁdjø,mizEʁikɔʁdjø,mizEʁikɔʁdjøz,mizEʁikɔʁdjøz
misogyne,misogyne,mizOʒin,mizOʒin,mizOʒin,mizOʒin
missionnaire,missionnaire,misjOnɛʁ,misjOnɛʁ,misjOnɛʁ,misjOnɛʁ
mitchourinien,mitchourinien,mitʃuʁinjɛ̃,mitʃuʁinjɛ̃,mitʃuʁinjɛn,mitʃuʁinjɛn
mité,mité,mite,mite,mite,mite
miteux,miteux,mitø,mitø,mitøz,mitøz
mithriaque,mithriaque,mitʁijak,mitʁijak,mitʁijak,mitʁijak
mitigé,mitigé,mitiʒe,mitiʒe,mitiʒe,mitiʒe
mitochondrial,mitochondrial,mitOkɔ̃dʁijal,mitOkɔ̃dʁijo,mitOkɔ̃dʁijal,mitOkɔ̃dʁijal
