lexeme,variants,msg,mpl,fsg,fpl
mitotique,mitotique,mitOtik,mitOtik,mitOtik,mitOtik
mitoyen,mitoyen,mitwajɛ̃,mitwajɛ̃,mitwajɛn,mitwajɛn
mitral,mitral,mitʁal,mitʁo,mitʁal,mitʁal
mitré,mitré,mitʁe,mitʁe,mitʁe,mitʁe
mixte,mixte,mikst,mikst,mikst,mikst
mlle,mlle,madəmwazɛl,madəmwazɛl,madəmwazɛl,madəmwazɛl
mnémonique,mnémonique,mnEmOnik,mnEmOnik,mnEmOnik,mnEmOnik
mnémotechnique,mnémotechnique,mnEmOtEknik,mnEmOtEknik,mnEmOtEknik,mnEmOtEknik
mnésique,mnésique,mnEzik,mnEzik,mnEzik,mnEzik
mobile,mobile,mObil,mObil,mObil,mObil
mobilier,mobilier,mObilje,mObilje,mObiljɛʁ,mObiljɛʁ
mobilisable,mobilisable,mObilizabl,mObilizabl,mObilizabl,mObilizabl
mobilisateur,mobilisateur,mObilizatœʁ,mObilizatœʁ,mObilizatʁis,mObilizatʁis
mochard,mochard,mOʃaʁ,mOʃaʁ,mOʃaʁd,mOʃaʁd
moche,moche,mɔʃ,mɔʃ,mɔʃ,mɔʃ
mod,mod,mɔd,mɔd,mɔd,mɔd
modelable,modelable,mOdəlabl,mOdəlabl,mOdəlabl,mOdəlabl
modèle,modèle,mOdɛl,mOdɛl,mOdɛl,mOdɛl
modérateur,modérateur,mOdEʁatœʁ,mOdEʁatœʁ,mOdEʁatʁis,mOdEʁatʁis
modéré,modéré,mOdEʁe,mOdEʁe,mOdEʁe,mOdEʁe
modern style,modern style,mOdɛʁnstil,mOdɛʁnstil,mOdɛʁnstil,mOdɛʁnstil
moderne,moderne,mOdɛʁn,mOdɛʁn,mOdɛʁn,mOdɛʁn
modernissime,modernissime,mOdɛʁnisim,mOdɛʁnisim,mOdɛʁnisim,mOdɛʁnisim
moderniste,moderniste,mOdɛʁnist,mOdɛʁnist,mOdɛʁnist,mOdɛʁnist
modeste,modeste,mOdɛst,mOdɛst,mOdɛst,mOdɛst
modifiable,modifiable,mOdifjabl,mOdifjabl,mOdifjabl,mOdifjabl
modificateur,modificateur,mOdifikatœʁ,mOdifikatœʁ,mOdifikatʁis,mOdifikatʁis
modifié,modifié,mOdifje,mOdifje,mOdifje,mOdifje
modique,modique,mOdik,mOdik,mOdik,mOdik
modulable,modulable,mOdylabl,mOdylabl,mOdylabl,mOdylabl
modulaire,modulaire,mOdylɛʁ,mOdylɛʁ,mOdylɛʁ,mOdylɛʁ
modulateur,modulateur,mOdylatœʁ,mOdylatœʁ,mOdylatʁis,mOdylatʁis
moelleux,moelleux,mwalø,mwalø,mwaløz,mwaløz
mogol,mogol,mOgɔl,mOgɔl,mOgɔl,mOgɔl
moï,moï,mɔj,mɔj,mɔj,mɔj
moindre,moindre,mwɛ̃dʁ,mwɛ̃dʁ,mwɛ̃dʁ,mwɛ̃dʁ
moiré,moiré,mwaʁe,mwaʁe,mwaʁe,mwaʁe
moisi,moisi,mwazi,mwazi,mwazi,mwazi
moite,moite,mwat,mwat,mwat,mwat
mol,mol,mɔl,mɔl,mɔl,mɔl
molasse,molasse:mollasse,mOlas,mOlas,mOlas,mOlas
moldave,moldave,mɔldav,mɔldav,mɔldav,mɔldav
moléculaire,moléculaire,mOlEkylɛʁ,mOlEkylɛʁ,mOlEkylɛʁ,mOlEkylɛʁ
moliéresque,moliéresque,mOljEʁɛsk,mOljEʁɛsk,mOljEʁɛsk,mOljEʁɛsk
mollasson,mollasson,mOlasɔ̃,mOlasɔ̃,mOlasɔn,mOlasɔn
mollet,mollet,mOlɛ,mOlɛ,mOlɛt,mOlɛt
molletonné,molletonné,mOlətOne,mOlətOne,mOlətOne,mOlətOne
molletonneux,molletonneux,mOlətOnø,mOlətOnø,mOlətOnøz,mOlətOnøz
momentané,momentané,mOmɑ̃tane,mOmɑ̃tane,mOmɑ̃tane,mOmɑ̃tane
momifié,momifié,mOmifje,mOmifje,mOmifje,mOmifje
monacal,monacal,mOnakal,mOnako,mOnakal,mOnakal
monarchique,monarchique,mOnaʁʃik,mOnaʁʃik,mOnaʁʃik,mOnaʁʃik
monarchiste,monarchiste,mOnaʁʃist,mOnaʁʃist,mOnaʁʃist,mOnaʁʃist
monastique,monastique,mOnastik,mOnastik,mOnastik,mOnastik
mondain,mondain,mɔ̃dɛ̃,mɔ̃dɛ̃,mɔ̃dɛn,mɔ̃dɛn
mondial,mondial,mɔ̃djal,mɔ̃djo,mɔ̃djal,mɔ̃djal
mondialiste,mondialiste,mɔ̃djalist,mɔ̃djalist,mɔ̃djalist,mɔ̃djalist
monétaire,monétaire,mOnEtɛʁ,mOnEtɛʁ,mOnEtɛʁ,mOnEtɛʁ
monétariste,monétariste,mOnEtaʁist,mOnEtaʁist,mOnEtaʁist,mOnEtaʁist
mongo,mongo,mɔ̃go,mɔ̃go,mɔ̃go,mɔ̃go
mongol,mongol,mɔ̃gɔl,mɔ̃gɔl,mɔ̃gɔl,mɔ̃gɔl
mongolien,mongolien,mɔ̃gOljɛ̃,mɔ̃gOljɛ̃,mɔ̃gOljɛn,mɔ̃gOljɛn
mongolique,mongolique,mɔ̃gOlik,mɔ̃gOlik,mɔ̃gOlik,mɔ̃gOlik
mongoloïde,mongoloïde,mɔ̃gOlOid,mɔ̃gOlOid,mɔ̃gOlOid,mɔ̃gOlOid
moniale,moniale,mOnjal,mOnjal,mOnjal,mOnjal
monnayable,monnayable,mOnEjabl,mOnEjabl,mOnEjabl,mOnEjabl
monocellulaire,monocellulaire,mOnOsElylɛʁ,mOnOsElylɛʁ,mOnOsElylɛʁ,mOnOsElylɛʁ
monochrome,monochrome,mOnOkʁom,mOnOkʁom,mOnOkʁom,mOnOkʁom
monoclé,monoclé,mOnOkle,mOnOkle,mOnOkle,mOnOkle
monoclonal,monoclonal,mOnOklOnal,mOnOklOno,mOnOklOnal,mOnOklOnal
monocoque,monocoque,mOnOkɔk,mOnOkɔk,mOnOkɔk,mOnOkɔk
monocorde,monocorde,mOnOkɔʁd,mOnOkɔʁd,mOnOkɔʁd,mOnOkɔʁd
monoculaire,monoculaire,mOnOkylɛʁ,mOnOkylɛʁ,mOnOkylɛʁ,mOnOkylɛʁ
monocylindre,monocylindre,mOnOsilɛ̃dʁ,mOnOsilɛ̃dʁ,mOnOsilɛ̃dʁ,mOnOsilɛ̃dʁ
monogame,monogame,mOnOgam,mOnOgam,mOnOgam,mOnOgam
monogrammé,monogrammé,mOnOgʁame,mOnOgʁame,mOnOgʁame,mOnOgʁame
monolithe,monolithe,mOnOlit,mOnOlit,mOnOlit,mOnOlit
monolithique,monolithique,mOnOlitik,mOnOlitik,mOnOlitik,mOnOlitik
monomane,monomane,mOnOman,mOnOman,mOnOman,mOnOman
monomaniaque,monomaniaque,mOnOmanjak,mOnOmanjak,mOnOmanjak,mOnOmanjak
monomoteur,monomoteur,mOnOmOtœʁ,mOnOmOtœʁ,mOnOmOtœʁ,mOnOmOtœʁ
mononucléaire,mononucléaire,mOnOnyklEɛʁ,mOnOnyklEɛʁ,mOnOnyklEɛʁ,mOnOnyklEɛʁ
monoparental,monoparental,mOnOpaʁɑ̃tal,mOnOpaʁɑ̃to,mOnOpaʁɑ̃tal,mOnOpaʁɑ̃tal
monophasé,monophasé,mOnOfaze,mOnOfaze,mOnOfaze,mOnOfaze
monoplace,monoplace,mOnOplas,mOnOplas,mOnOplas,mOnOplas
monoplan,monoplan,mOnOplɑ̃,mOnOplɑ̃,mOnOplɑ̃,mOnOplɑ̃
monopode,monopode,mOnOpɔd,mOnOpɔd,mOnOpɔd,mOnOpɔd
monorail,monorail,mOnOʁaj,mOnOʁaj,mOnOʁaj,mOnOʁaj
monosyllabique,monosyllabique,mOnOsilabik,mOnOsilabik,mOnOsilabik,mOnOsilabik
monothéiste,monothéiste,mOnOtEist,mOnOtEist,mOnOtEist,mOnOtEist
monotone,monotone,mOnOtɔn,mOnOtɔn,mOnOtɔn,mOnOtɔn
monoxyle,monoxyle,mOnOksil,mOnOksil,mOnOksil,mOnOksil
monstre,monstre,mɔ̃stʁ,mɔ̃stʁ,mɔ̃stʁ,mɔ̃stʁ
monstrueux,monstrueux,mɔ̃stʁyø,mɔ̃stʁyø,mɔ̃stʁyøz,mɔ̃stʁyøz
montagnard,montagnard,mɔ̃taɲaʁ,mɔ̃taɲaʁ,mɔ̃taɲaʁd,mɔ̃taɲaʁd
montagneux,montagneux,mɔ̃taɲø,mɔ̃taɲø,mɔ̃taɲøz,mɔ̃taɲøz
montant,montant,mɔ̃tɑ̃,mɔ̃tɑ̃,mɔ̃tɑ̃t,mɔ̃tɑ̃t
monté,monté,mɔ̃te,mɔ̃te,mɔ̃te,mɔ̃te
monténégrin,monténégrin,mɔ̃tEnEgʁɛ̃,mɔ̃tEnEgʁɛ̃,mɔ̃tEnEgʁin,mɔ̃tEnEgʁin
montmartrois,montmartrois,mɔ̃maʁtʁwa,mɔ̃maʁtʁwa,mɔ̃maʁtʁwaz,mɔ̃maʁtʁwaz
montrable,montrable,mɔ̃tʁabl,mɔ̃tʁabl,mɔ̃tʁabl,mɔ̃tʁabl
montueux,montueux,mɔ̃tɥø,mɔ̃tɥø,mɔ̃tɥøz,mɔ̃tɥøz
monumental,monumental,mOnymɑ̃tal,mOnymɑ̃to,mOnymɑ̃tal,mOnymɑ̃tal
moose,moose,muz,muz,muz,muz
moqueur,moqueur,mOkœʁ,mOkœʁ,mOkøz,mOkøz
morainique,morainique,mOʁEnik,mOʁEnik,mOʁEnik,mOʁEnik
moral,moral,mOʁal,mOʁo,mOʁal,mOʁal
moralisant,moralisant,mOʁalizɑ̃,mOʁalizɑ̃,mOʁalizɑ̃t,mOʁalizɑ̃t
moralisateur,moralisateur,mOʁalizatœʁ,mOʁalizatœʁ,mOʁalizatʁis,mOʁalizatʁis
moraliste,moraliste,mOʁalist,mOʁalist,mOʁalist,mOʁalist
moratoire,moratoire,mOʁatwaʁ,mOʁatwaʁ,mOʁatwaʁ,mOʁatwaʁ
morave,morave,mOʁav,mOʁav,mOʁav,mOʁav
morbide,morbide,mɔʁbid,mɔʁbid,mɔʁbid,mɔʁbid
morcelé,morcelé,mɔʁsəle,mɔʁsəle,mɔʁsəle,mɔʁsəle
mordant,mordant,mɔʁdɑ̃,mɔʁdɑ̃,mɔʁdɑ̃t,mɔʁdɑ̃t
mordeur,mordeur,mɔʁdœʁ,mɔʁdœʁ,mɔʁdøz,mɔʁdøz
mordoré,mordoré,mɔʁdOʁe,mɔʁdOʁe,mɔʁdOʁe,mɔʁdOʁe
mordu,mordu,mɔʁdy,mɔʁdy,mɔʁdy,mɔʁdy
moreau,moreau:moro,mOʁo,mOʁo,mOʁo,mOʁo
morfal,morfal,mɔʁfal,mɔʁfal,mɔʁfal,mɔʁfal
morfondu,morfondu,mɔʁfɔ̃dy,mɔʁfɔ̃dy,mɔʁfɔ̃dy,mɔʁfɔ̃dy
morganatique,morganatique,mɔʁganatik,mɔʁganatik,mɔʁganatik,mɔʁganatik
moribond,moribond,mOʁibɔ̃,mOʁibɔ̃,mOʁibɔ̃d,mOʁibɔ̃d
moricaud,moricaud,mOʁiko,mOʁiko,mOʁikod,mOʁikod
mormon,mormon,mɔʁmɔ̃,mɔʁmɔ̃,mɔʁmɔn,mɔʁmɔn
morne,morne,mɔʁn,mɔʁn,mɔʁn,mɔʁn
morose,morose,mOʁoz,mOʁoz,mOʁoz,mOʁoz
morphinomane,morphinomane,mɔʁfinOman,mɔʁfinOman,mɔʁfinOman,mɔʁfinOman
morphique,morphique,mɔʁfik,mɔʁfik,mɔʁfik,mɔʁfik
morphogénétique,morphogénétique,mOʁfOʒEnEtik,mOʁfOʒEnEtik,mOʁfOʒEnEtik,mOʁfOʒEnEtik
morphologique,morphologique,mɔʁfOlOʒik,mɔʁfOlOʒik,mɔʁfOlOʒik,mɔʁfOlOʒik
mort-né,mort-né,mɔʁne,mɔʁne,mɔʁne,mɔʁne
mort-vivant,mort-vivant,mɔʁvivɑ̃,mɔʁvivɑ̃,mɔʁvivɑ̃t,mɔʁvivɑ̃t
mort,mort,mɔʁ,mɔʁ,mɔʁt,mɔʁt
mortel,mortel,mɔʁtɛl,mɔʁtɛl,mɔʁtɛl,mɔʁtɛl
mortibus,mortibus,mɔʁtibys,mɔʁtibys,mɔʁtibys,mɔʁtibys
mortifère,mortifère,mɔʁtifɛʁ,mɔʁtifɛʁ,mɔʁtifɛʁ,mɔʁtifɛʁ
mortifiant,mortifiant,mɔʁtifjɑ̃,mɔʁtifjɑ̃,mɔʁtifjɑ̃t,mɔʁtifjɑ̃t
mortuaire,mortuaire,mɔʁtɥɛʁ,mɔʁtɥɛʁ,mɔʁtɥɛʁ,mɔʁtɥɛʁ
morvandiau,morvandiau,mɔʁvɑ̃djo,mɔʁvɑ̃djo,mɔʁvɑ̃djo,mɔʁvɑ̃djo
morveux,morveux,mɔʁvø,mɔʁvø,mɔʁvøz,mɔʁvøz
mosaïqué,mosaïqué,mOzaike,mOzaike,mOzaike,mOzaike
moscovite,moscovite,mOskOvit,mOskOvit,mOskOvit,mOskOvit
mosellan,mosellan,mOzElɑ̃,mOzElɑ̃,mOzElan,mOzElan
moteur,moteur,mOtœʁ,mOtœʁ,mOtʁis,mOtʁis
motivant,motivant,mOtivɑ̃,mOtivɑ̃,mOtivɑ̃t,mOtivɑ̃t
motivé,motivé,mOtive,mOtive,mOtive,mOtive
motorisé,motorisé,mOtOʁize,mOtOʁize,mOtOʁize,mOtOʁize
mou,mou,mu,mu,mɔl,mɔl
mouchard,mouchard,muʃaʁ,muʃaʁ,muʃaʁd,muʃaʁd
moucheté,moucheté,muʃəte,muʃəte,muʃəte,muʃəte
mouillant,mouillant,mujɑ̃,mujɑ̃,mujɑ̃t,mujɑ̃t
mouillé,mouillé,muje,muje,muje,muje
mouilleur,mouilleur,mujœʁ,mujœʁ,mujøz,mujøz
moulant,moulant,mulɑ̃,mulɑ̃,mulɑ̃t,mulɑ̃t
moulé,moulé,mule,mule,mule,mule
moulu,moulu,muly,muly,muly,muly
mourant,mourant,muʁɑ̃,muʁɑ̃,muʁɑ̃t,muʁɑ̃t
mouride,mouride,muʁid,muʁid,muʁid,muʁid
moussant,moussant,musɑ̃,musɑ̃,musɑ̃t,musɑ̃t
mousse,mousse,mus,mus,mus,mus
mousseux,mousseux,musø,musø,musøz,musøz
moussu,moussu,musy,musy,musy,musy
moustachu,moustachu,mustaʃy,mustaʃy,mustaʃy,mustaʃy
moutarde,moutarde,mutaʁd,mutaʁd,mutaʁd,mutaʁd
moutonnant,moutonnant,mutOnɑ̃,mutOnɑ̃,mutOnɑ̃t,mutOnɑ̃t
moutonneux,moutonneux,mutOnø,mutOnø,mutOnøz,mutOnøz
moutonnier,moutonnier,mutOnje,mutOnje,mutOnjɛʁ,mutOnjɛʁ
mouvant,mouvant,muvɑ̃,muvɑ̃,muvɑ̃t,muvɑ̃t
mouvementé,mouvementé,muvəmɑ̃te,muvəmɑ̃te,muvəmɑ̃te,muvəmɑ̃te
moyen-oriental,moyen-oriental,mwajEnOʁjɑ̃tal,mwajEnOʁjɑ̃to,mwajEnOʁjɑ̃tal,mwajEnOʁjɑ̃tal
moyen,moyen,mwajɛ̃,mwajɛ̃,mwajɛn,mwajɛn
moyenâgeux,moyenâgeux,mwajEnaʒø,mwajEnaʒø,mwajEnaʒøz,mwajEnaʒøz
mozarabe,mozarabe,mOzaʁab,mOzaʁab,mOzaʁab,mOzaʁab
mozartien,mozartien,mOzaʁsjɛ̃,mOzaʁsjɛ̃,mOzaʁsjɛn,mOzaʁsjɛn
mu,mu,my,my,my,my
mucilagineux,mucilagineux,mysilaʒinø,mysilaʒinø,mysilaʒinøz,mysilaʒinøz
mudéjar,mudéjar,mydEʒaʁ,mydEʒaʁ,mydEʒaʁ,mydEʒaʁ
muet,muet,mɥɛ,mɥɛ,mɥɛt,mɥɛt
mufle,mufle,myfl,myfl,myfl,myfl
mugissant,mugissant,myʒisɑ̃,myʒisɑ̃,myʒisɑ̃t,myʒisɑ̃t
mulard,mulard,mylaʁ,mylaʁ,mylaʁd,mylaʁd
mulâtre,mulâtre,mylatʁ,mylatʁ,mylatʁɛs,mylatʁɛs
muletier,muletier,mylətje,mylətje,mylətjɛʁ,mylətjɛʁ
mulhousien,mulhousien,myluzjɛ̃,myluzjɛ̃,myluzjɛn,myluzjɛn
multi-tâches,multi-tâches:multitâche,myltitaʃ,myltitaʃ,myltitaʃ,myltitaʃ
multicellulaire,multicellulaire,myltisElylɛʁ,myltisElylɛʁ,myltisElylɛʁ,myltisElylɛʁ
multicolore,multicolore,myltikOlɔʁ,myltikOlɔʁ,myltikOlɔʁ,myltikOlɔʁ
multiconfessionnel,multiconfessionnel,myltikɔ̃fEsjOnɛl,myltikɔ̃fEsjOnɛl,myltikɔ̃fEsjOnɛl,myltikɔ̃fEsjOnɛl
multicouche,multicouche,myltikuʃ,myltikuʃ,myltikuʃ,myltikuʃ
multiculturel,multiculturel,myltikyltyʁɛl,myltikyltyʁɛl,myltikyltyʁɛl,myltikyltyʁɛl
multidimensionnel,multidimensionnel,myltidimɑ̃sjOnɛl,myltidimɑ̃sjOnɛl,myltidimɑ̃sjOnɛl,myltidimɑ̃sjOnɛl
multidisciplinaire,multidisciplinaire,myltidisiplinɛʁ,myltidisiplinɛʁ,myltidisiplinɛʁ,myltidisiplinɛʁ
multifamilial,multifamilial,myltifamiljal,myltifamiljo,myltifamiljal,myltifamiljal
multifonction,multifonction:multifonctions,myltifɔ̃ksjɔ̃,myltifɔ̃ksjɔ̃,myltifɔ̃ksjɔ̃,myltifɔ̃ksjɔ̃
multifonctionnel,multifonctionnel,myltifɔ̃ksjOnɛl,myltifɔ̃ksjOnɛl,myltifɔ̃ksjOnɛl,myltifɔ̃ksjOnɛl
multiforme,multiforme,myltifɔʁm,myltifɔʁm,myltifɔʁm,myltifɔʁm
multifréquence,multifréquence,myltifʁEkɑ̃s,myltifʁEkɑ̃s,myltifʁEkɑ̃s,myltifʁEkɑ̃s
multigrade,multigrade,myltigʁad,myltigʁad,myltigʁad,myltigʁad
multimédia,multimédia,myltimEdja,myltimEdja,myltimEdja,myltimEdja
multimilliardaire,multimilliardaire,myltimiljaʁdɛʁ,myltimiljaʁdɛʁ,myltimiljaʁdɛʁ,myltimiljaʁdɛʁ
multimillionnaire,multimillionnaire,myltimiljOnɛʁ,myltimiljOnɛʁ,myltimiljOnɛʁ,myltimiljOnɛʁ
multinational,multinational,myltinasjOnal,myltinasjOno,myltinasjOnal,myltinasjOnal
multipartite,multipartite,myltipaʁtit,myltipaʁtit,myltipaʁtit,myltipaʁtit
multiple,multiple,myltipl,myltipl,myltipl,myltipl
multiplex,multiplex,myltiplɛks,myltiplɛks,myltiplɛks,myltiplɛks
multiplicateur,multiplicateur,myltiplikatœʁ,myltiplikatœʁ,myltiplikatʁis,myltiplikatʁis
multiplié,multiplié,myltiplije,myltiplije,myltiplije,myltiplije
multipoints,multipoints,myltipwɛ̃,myltipwɛ̃,myltipwɛ̃,myltipwɛ̃
multiracial,multiracial,myltiʁasjal,myltiʁasjo,myltiʁasjal,myltiʁasjal
multirisque,multirisque,myltiʁisk,myltiʁisk,myltiʁisk,myltiʁisk
multiséculaire,multiséculaire,myltisEkylɛʁ,myltisEkylɛʁ,myltisEkylɛʁ,myltisEkylɛʁ
muni,muni,myni,myni,myni,myni
munichois,munichois,mynikwa,mynikwa,mynikwaz,mynikwaz
municipal,municipal,mynisipal,mynisipo,mynisipal,mynisipal
munificent,munificent,mynifisɑ̃,mynifisɑ̃,mynifisɑ̃t,mynifisɑ̃t
muqueux,muqueux,mykø,mykø,mykøz,mykøz
mûr,mûr,myʁ,myʁ,myʁ,myʁ
mural,mural,myʁal,myʁo,myʁal,myʁal
muriatique,muriatique,myʁjatik,myʁjatik,myʁjatik,myʁjatik
mûrissant,mûrissant,myʁisɑ̃,myʁisɑ̃,myʁisɑ̃t,myʁisɑ̃t
murmurant,murmurant,myʁmyʁɑ̃,myʁmyʁɑ̃,myʁmyʁɑ̃t,myʁmyʁɑ̃t
musagète,musagète,myzaʒɛt,myzaʒɛt,myzaʒɛt,myzaʒɛt
musard,musard,myzaʁ,myzaʁ,myzaʁd,myzaʁd
musclé,musclé,myskle,myskle,myskle,myskle
musculaire,musculaire,myskylɛʁ,myskylɛʁ,myskylɛʁ,myskylɛʁ
musculeux,musculeux,myskylø,myskylø,myskyløz,myskyløz
muséologique,muséologique,myzEOlOʒik,myzEOlOʒik,myzEOlOʒik,myzEOlOʒik
musical,musical,myzikal,myziko,myzikal,myzikal
musicien,musicien,myzisjɛ̃,myzisjɛ̃,myzisjɛn,myzisjɛn
musicologique,musicologique,myzikOlOʒik,myzikOlOʒik,myzikOlOʒik,myzikOlOʒik
musqué,musqué,myske,myske,myske,myske
mussolinien,mussolinien,mysOlinjɛ̃,mysOlinjɛ̃,mysOlinjɛn,mysOlinjɛn
musulman,musulman,myzylmɑ̃,myzylmɑ̃,myzylman,myzylman
mutable,mutable,mytabl,mytabl,mytabl,mytabl
mutagène,mutagène,mytaʒɛn,mytaʒɛn,mytaʒɛn,mytaʒɛn
mutant,mutant,mytɑ̃,mytɑ̃,mytɑ̃t,mytɑ̃t
mutilant,mutilant,mytilɑ̃,mytilɑ̃,mytilɑ̃t,mytilɑ̃t
mutilateur,mutilateur,mytilatœʁ,mytilatœʁ,mytilatʁis,mytilatʁis
mutilé,mutilé,mytile,mytile,mytile,mytile
mutin,mutin,mytɛ̃,mytɛ̃,mytin,mytin
mutiné,mutiné,mytine,mytine,mytine,mytine
mutique,mutique,mytik,mytik,mytik,mytik
mutuel,mutuel,mytɥɛl,mytɥɛl,mytɥɛl,mytɥɛl
mycénien,mycénien,misEnjɛ̃,misEnjɛ̃,misEnjɛn,misEnjɛn
myéloïde,myéloïde,mjElOid,mjElOid,mjElOid,mjElOid
myocardique,myocardique,mjOkaʁdik,mjOkaʁdik,mjOkaʁdik,mjOkaʁdik
myopathique,myopathique,mjOpatik,mjOpatik,mjOpatik,mjOpatik
myope,myope,mjɔp,mjɔp,mjɔp,mjɔp
mystagogique,mystagogique,mistagOʒik,mistagOʒik,mistagOʒik,mistagOʒik
mystérieux,mystérieux,mistEʁjø,mistEʁjø,mistEʁjøz,mistEʁjøz
mystificateur,mystificateur,mistifikatœʁ,mistifikatœʁ,mistifikatʁis,mistifikatʁis
mystique,mystique,mistik,mistik,mistik,mistik
mythique,mythique,mitik,mitik,mitik,mitik
mythologique,mythologique,mitOlOʒik,mitOlOʒik,mitOlOʒik,mitOlOʒik
mythomane,mythomane,mitOman,mitOman,mitOman,mitOman
myxoedémateux,myxoedémateux,miksØdEmatø,miksØdEmatø,miksØdEmatøz,miksØdEmatøz
nacré,nacré,nakʁe,nakʁe,nakʁe,nakʁe
nageant,nageant,naʒɑ̃,naʒɑ̃,naʒɑ̃t,naʒɑ̃t
naïf,naïf,naif,naif,naiv,naiv
nain,nain,nɛ̃,nɛ̃,nɛn,nɛn
naissant,naissant,nEsɑ̃,nEsɑ̃,nEsɑ̃t,nEsɑ̃t
naisseur,naisseur,nEsœʁ,nEsœʁ,nEsøz,nEsøz
nancéien,nancéien,nɑ̃sEjɛ̃,nɑ̃sEjɛ̃,nɑ̃sEjɛn,nɑ̃sEjɛn
nantais,nantais,nɑ̃tɛ,nɑ̃tɛ,nɑ̃tɛz,nɑ̃tɛz
nanti,nanti,nɑ̃ti,nɑ̃ti,nɑ̃ti,nɑ̃ti
nap,nap,nap,nap,nap,nap
napoléonien,napoléonien,napOlEOnjɛ̃,napOlEOnjɛ̃,napOlEOnjɛn,napOlEOnjɛn
napolitain,napolitain,napOlitɛ̃,napOlitɛ̃,napOlitɛn,napOlitɛn
narbonnais,narbonnais,naʁbOnɛ,naʁbOnɛ,naʁbOnɛz,naʁbOnɛz
narcissique,narcissique,naʁsisik,naʁsisik,naʁsisik,naʁsisik
narcoleptique,narcoleptique,naʁkOlEptik,naʁkOlEptik,naʁkOlEptik,naʁkOlEptik
narcotique,narcotique,naʁkOtik,naʁkOtik,naʁkOtik,naʁkOtik
narquois,narquois,naʁkwa,naʁkwa,naʁkwaz,naʁkwaz
narratif,narratif,naʁatif,naʁatif,naʁativ,naʁativ
nasal,nasal,nazal,nazo,nazal,nazal
nase,nase:naze,naz,naz,naz,naz
nasillard,nasillard,nazijaʁ,nazijaʁ,nazijaʁd,nazijaʁd
nassérien,nassérien,nasEʁjɛ̃,nasEʁjɛ̃,nasEʁjɛn,nasEʁjɛn
natal,natal,natal,natal,natal,natal
natatoire,natatoire,natatwaʁ,natatwaʁ,natatwaʁ,natatwaʁ
natif,natif,natif,natif,nativ,nativ
national-socialiste,national-socialiste,nasjOnalsOsjalist,nasjOnalsOsjalist,nasjOnalsOsjalist,nasjOnalsOsjalist
national,national,nasjOnal,nasjOno,nasjOnal,nasjOnal
nationaliste,nationaliste,nasjOnalist,nasjOnalist,nasjOnalist,nasjOnalist
naturalisé,naturalisé,natyʁalize,natyʁalize,natyʁalize,natyʁalize
naturaliste,naturaliste,natyʁalist,natyʁalist,natyʁalist,natyʁalist
nature,nature,natyʁ,natyʁ,natyʁ,natyʁ
naturel,naturel,natyʁɛl,natyʁɛl,natyʁɛl,natyʁɛl
naturiste,naturiste,natyʁist,natyʁist,natyʁist,natyʁist
naufragé,naufragé,nOfʁaʒe,nOfʁaʒe,nOfʁaʒe,nOfʁaʒe
nauséabond,nauséabond,nOzEabɔ̃,nOzEabɔ̃,nOzEabɔ̃d,nOzEabɔ̃d
nauséeux,nauséeux,nOzEø,nOzEø,nOzEøz,nOzEøz
nautique,nautique,nOtik,nOtik,nOtik,nOtik
navajo,navajo,navaʁo,navaʁo,navaʁo,navaʁo
naval,naval,naval,naval,naval,naval
navarrais,navarrais,navaʁɛ,navaʁɛ,navaʁɛz,navaʁɛz
navigable,navigable,navigabl,navigabl,navigabl,navigabl
navigant,navigant,navigɑ̃,navigɑ̃,navigɑ̃t,navigɑ̃t
navrant,navrant,navʁɑ̃,navʁɑ̃,navʁɑ̃t,navʁɑ̃t
navré,navré,navʁe,navʁe,navʁe,navʁe
nazaréen,nazaréen,nazaʁEɛ̃,nazaʁEɛ̃,nazaʁEɛn,nazaʁEɛn
nazi,nazi,nazi,nazi,nazi,nazi
né,né,ne,ne,ne,ne
néandertalien,néandertalien:néanderthalien,nEɑ̃dɛʁtaljɛ̃,nEɑ̃dɛʁtaljɛ̃,nEɑ̃dɛʁtaljɛn,nEɑ̃dɛʁtaljɛn
nébuleux,nébuleux,nEbylø,nEbylø,nEbyløz,nEbyløz
nécessaire,nécessaire,nEsEsɛʁ,nEsEsɛʁ,nEsEsɛʁ,nEsEsɛʁ
nécessiteux,nécessiteux,nEsEsitø,nEsEsitø,nEsEsitøz,nEsEsitøz
nécrologique,nécrologique,nEkʁOlOʒik,nEkʁOlOʒik,nEkʁOlOʒik,nEkʁOlOʒik
nécrophage,nécrophage,nEkʁOfaʒ,nEkʁOfaʒ,nEkʁOfaʒ,nEkʁOfaʒ
nécrophile,nécrophile,nEkʁOfil,nEkʁOfil,nEkʁOfil,nEkʁOfil
nécrotique,nécrotique,nEkʁOtik,nEkʁOtik,nEkʁOtik,nEkʁOtik
néerlandais,néerlandais,nEɛʁlɑ̃dɛ,nEɛʁlɑ̃dɛ,nEɛʁlɑ̃dɛz,nEɛʁlɑ̃dɛz
néfaste,néfaste,nEfast,nEfast,nEfast,nEfast
négateur,négateur,nEgatœʁ,nEgatœʁ,nEgatʁis,nEgatʁis
négatif,négatif,nEgatif,nEgatif,nEgativ,nEgativ
négligé,négligé,nEgliʒe,nEgliʒe,nEgliʒe,nEgliʒe
