"utterance","identifier","path","pred","num_tolerance","support","isbest","iscorrect","isnovel"
1369,"EdE","#ab:abw:bwa:wa#","abwa",0,0.3851629798306188,false,false,false
1369,"EdE","#ay:ayʁ:yʁi:ʁi#","ayʁi",0,0.3444314237084881,false,false,false
1369,"EdE","#al:alp:lpa:pag:ag#","alpag",0,0.3397884147450809,false,false,false
1369,"EdE","#af:afy:fyʁ:yʁ#","afyʁ",0,0.3371418178871968,false,false,false
1369,"EdE","#ag:agʁ:gʁi:ʁi#","agʁi",0,0.010478080727784228,false,false,true
1370,"EgizE","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.8114151944679342,true,false,false
1371,"ajE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁnE:nE#","altɛʁnE",0,0.8039212218380037,true,true,false
1371,"ajE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁn#","altɛʁn",0,0.7744894902678026,false,false,false
1371,"ajE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁnə:nəʁ:əʁE:ʁE#","altɛʁnəʁE",0,0.7605292430925342,false,false,false
1372,"EmE","#al:aly:lyn:yni:nis:isE:sE#","alynisE",0,0.65499829197806,true,true,false
1372,"EmE","#al:aly:lyn:yni:nis:is#","alynis",0,0.5754215039601818,false,false,false
1372,"EmE","#al:aly:lyn:yni:ni#","alyni",0,0.39990435311505873,false,false,false
1372,"EmE","#ak:aks:ksi:sid:idɑ:dɑ̃:ɑ̃t:̃t#","aksidɑ̃t",0,0.30572521720382845,false,false,false
1372,"EmE","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.28060039440951906,false,false,false
1372,"EmE","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.0008030099795227389,false,false,false
1373,"aʒutE",,,,,,,
1374,"aʒystE",,,,,,,
1375,"alaʁmE","#am:ama:maʁ:aʁ#","amaʁ",0,0.9017975924050892,true,false,false
1375,"alaʁmE","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.7168558760360114,false,false,false
1375,"alaʁmE","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.49510306798288833,false,false,false
1376,"alɛʁtE",,,,,,,
1377,"aliɲE","#ɑ̃:ɑ̃b:̃bi:bis:isj:sjɔ:jɔn:ɔn#","ɑ̃bisjɔn",0,0.7462801562114421,true,false,false
1377,"aliɲE","#ɑ̃:ɑ̃b:̃bi:bis:isj:sjO:jOn:OnE:nE#","ɑ̃bisjOnE",0,0.7221329888956821,false,true,false
1377,"aliɲE","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.47619780508908305,false,false,false
1378,"alimɑ̃tE",,,,,,,
1379,"alEtE",,,,,,,
1380,"alEʒE",,,,,,,
1381,"alEgE",,,,,,,
1382,"alE",,,,,,,
1383,"aljE","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔʁdəʁɔ̃",0,0.73294362806523,true,false,false
1383,"aljE","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.35172621911012836,false,false,false
1383,"aljE","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","abɔʁdəʁE",0,0.2966849888899324,false,false,false
1384,"alɔ̃ʒE",,,,,,,
1385,"alymE",,,,,,,
1386,"altEʁE",,,,,,,
1387,"altɛʁnE",,,,,,,
1388,"amalgamE",,,,,,,
1389,"amasE",,,,,,,
1390,"ɑ̃bisjOnE",,,,,,,
1391,"abEsE",,,,,,,
1392,"abɑ̃dOnE",,,,,,,
1393,"abatE",,,,,,,
1394,"abdikE",,,,,,,
1395,"abEtisE",,,,,,,
1396,"abOʁE",,,,,,,
1397,"abimE",,,,,,,
1398,"abʒyʁE",,,,,,,
1399,"abOlisE",,,,,,,
1400,"abOminE",,,,,,,
1401,"abɔ̃dE",,,,,,,
1402,"abOnE",,,,,,,
1403,"abɔʁdE",,,,,,,
1404,"abuʃE",,,,,,,
1405,"abutisE","#aʃ:aʃa:ʃal:al#","aʃal",0,0.9895615638106569,true,false,false
1405,"abutisE","#aʃ:aʃa:ʃal:alə:ləʁ:əʁE:ʁE#","aʃaləʁE",0,0.9700438641770316,false,false,false
1405,"abutisE","#aʃ:aʃa:ʃal:alE:lE#","aʃalE",0,0.9652560430708189,false,false,false
1405,"abutisE","#aʃ:aʃa:ʃal:ala:la#","aʃala",0,0.9639363721605647,false,false,false
1405,"abutisE","#aʃ:aʃa:ʃal:ala:las:as#","aʃalas",0,0.9531228898204555,false,false,false
1406,"abwajE",,,,,,,
1407,"abʁEʒE",,,,,,,
1408,"abʁØvE","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.291723127824297,true,false,false
1409,"abʁitE",,,,,,,
1410,"abʁOʒE",,,,,,,
1411,"abʁytisE",,,,,,,
1412,"apsɑ̃tE",,,,,,,
1413,"apsɔʁbE","#ad:adi:dis:isj:sjɔ:jɔ̃:ɔ̃#","adisjɔ̃",0,0.7144492371025232,true,false,true
1414,"apsɔlvE",,,,,,,
1415,"apstənE",,,,,,,
1416,"apstʁEjE",,,,,,,
1417,"abyzE",,,,,,,
1418,"akablE",,,,,,,
1419,"akapaʁE",,,,,,,
1420,"aksEdE",,,,,,,
1421,"aksElEʁE",,,,,,,
1422,"aksɑ̃tɥE",,,,,,,
1423,"aksɛptE",,,,,,,
1424,"aklamE",,,,,,,
1425,"aklimatE",,,,,,,
1426,"akOlE",,,,,,,
1427,"akOmOdE",,,,,,,
1428,"akɔ̃paɲE",,,,,,,
1429,"akɔ̃plisE","#af:afʁ:fʁE:ʁEt:Etj:tjɔ:jɔ̃:ɔ̃#","afʁEtjɔ̃",0,0.9413537815524065,true,true,false
1429,"akɔ̃plisE","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.12929708299638934,false,false,false
1430,"akɔʁdE",,,,,,,
1431,"akɔstE",,,,,,,
1432,"akOtE",,,,,,,
1433,"akuʃE",,,,,,,
1434,"akudE",,,,,,,
1435,"akuplE",,,,,,,
1436,"akuʁE",,,,,,,
1437,"akutymE",,,,,,,
1438,"akʁEditE",,,,,,,
1439,"akʁOʃE",,,,,,,
1440,"akʁwasE",,,,,,,
1441,"akʁupisE",,,,,,,
1442,"akØjE",,,,,,,
1443,"akylE",,,,,,,
1444,"akymylE",,,,,,,
1445,"akyzE",,,,,,,
1446,"aʃalE",,,,,,,
1447,"aʃaʁnE",,,,,,,
1448,"aʃəminE",,,,,,,
1449,"aʃətE",,,,,,,
1450,"aʃəvE",,,,,,,
1451,"aʃOpE",,,,,,,
1452,"akOkinE",,,,,,,
1453,"akEʁE",,,,,,,
1454,"akjEsE",,,,,,,
1455,"akitE",,,,,,,
1456,"aksjOnE",,,,,,,
1457,"aktivE",,,,,,,
1458,"aktɥalizE",,,,,,,
1459,"adaptE",,,,,,,
1460,"adisjOnE",,,,,,,
1461,"adEʁE",,,,,,,
1462,"adʒwaɲE",,,,,,,
1463,"adʒyʒE",,,,,,,
1464,"adʒyʁE","#aj:aj#","aj",0,0.1484760372078063,true,false,false
1465,"admEtE",,,,,,,
1466,"administʁE",,,,,,,
1467,"admiʁE",,,,,,,
1468,"admOnɛstE",,,,,,,
1469,"adOnE",,,,,,,
1470,"adOptE",,,,,,,
1471,"adOʁE",,,,,,,
1472,"adosE",,,,,,,
1473,"adubE",,,,,,,
1474,"adusisE",,,,,,,
1475,"adʁEsE",,,,,,,
1476,"adylE","#aʃ:aʃa:ʃal:al#","aʃal",0,0.9895615638106569,true,false,false
1476,"adylE","#aʃ:aʃa:ʃal:alə:ləʁ:əʁE:ʁE#","aʃaləʁE",0,0.9700438641770316,false,false,false
1476,"adylE","#aʃ:aʃa:ʃal:alE:lE#","aʃalE",0,0.9652560430708189,false,false,false
1476,"adylE","#aʃ:aʃa:ʃal:ala:la#","aʃala",0,0.9639363721605647,false,false,false
1476,"adylE","#aʃ:aʃa:ʃal:ala:las:as#","aʃalas",0,0.9531228898204555,false,false,false
1477,"advənE",,,,,,,
1478,"aEʁE",,,,,,,
1479,"afabylE",,,,,,,
1480,"afadisE",,,,,,,
1481,"afEblisE",,,,,,,
1482,"afEʁE",,,,,,,
1483,"afEsE",,,,,,,
1484,"afalE",,,,,,,
1485,"afamE",,,,,,,
1486,"afɛktE",,,,,,,
1487,"afEksjOnE",,,,,,,
1488,"afɛʁmisE",,,,,,,
1489,"afiʃE",,,,,,,
1490,"afiljE",,,,,,,
1491,"afinE",,,,,,,
1492,"afiʁmE","#ad:adʁ:dʁɛ:ʁɛs:ɛs#","adʁɛs",0,0.4247240460973975,true,false,false
1493,"aflØʁE",,,,,,,
1494,"afliʒE",,,,,,,
1495,"aflyE",,,,,,,
1496,"afOlE",,,,,,,
1497,"afʁɑ̃ʃisE",,,,,,,
1498,"afʁEtE",,,,,,,
1499,"afʁɔ̃tE",,,,,,,
1500,"afyblE",,,,,,,
1501,"afytE",,,,,,,
1502,"agasE",,,,,,,
1503,"aʒɑ̃sE",,,,,,,
1504,"aʒənujE",,,,,,,
1505,"aglOmEʁE",,,,,,,
1506,"aglytinE",,,,,,,
1507,"agʁavE",,,,,,,
1508,"aʒisE",,,,,,,
1509,"aʒitE",,,,,,,
1510,"agOnizE",,,,,,,
1511,"agʁafE",,,,,,,
1512,"agʁɑ̃disE",,,,,,,
1513,"agʁEE",,,,,,,
1514,"agʁEʒE",,,,,,,
1515,"agʁEmɑ̃tE",,,,,,,
1516,"agʁEsE",,,,,,,
1517,"agʁipE",,,,,,,
1518,"agEʁisE",,,,,,,
1519,"agiʃE",,,,,,,
1520,"aanE",,,,,,,
1521,"EdE",,,,,,,
1522,"EgʁisE",,,,,,,
1523,"EgɥijE",,,,,,,
1524,"EgɥijOnE",,,,,,,
1525,"EgizE","#ab:abd:bdi:dik:ikE:kE#","abdikE",0,0.6663506869364452,true,true,false
1525,"EgizE","#ab:abd:bdi:dik:ik#","abdik",0,0.6610308077407903,false,false,false
1526,"ajE",,,,,,,
1527,"Emɑ̃tE",,,,,,,
1528,"EmE","#ab:abʒ:bʒy:ʒyʁ:yʁE:ʁE#","abʒyʁE",0,0.6096312003169561,true,true,false
1529,"aʒuʁnE","#af:afʁ:fʁɑ:ʁɑ̃:ɑ̃ʃ:̃ʃi:ʃi#","afʁɑ̃ʃi",0,0.6040732566978095,true,false,false
1529,"aʒuʁnE","#ab:abʁ:bʁɔ:ʁɔʒ:ɔʒ#","abʁɔʒ",0,0.5372320526659625,false,false,false
1530,"aʒutE",,,,,,,
1531,"aʒystE","#ab:abɔ:bɔ̃:ɔ̃d:̃d#","abɔ̃d",0,0.5698902139132224,true,false,false
1531,"aʒystE","#af:afl:fly:ly#","afly",0,0.5614343075942481,false,false,false
1532,"alɑ̃gisE","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁE:ʁE#","abɔnəʁE",0,0.8011625268664228,true,false,false
1533,"alaʁmE","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔʁdəʁɔ̃",0,0.7390893802666066,true,false,false
1533,"alaʁmE","#ab:abɔ:bɔʁ:ɔʁd:ʁdE:dE#","abɔʁdE",0,0.7270377088645834,false,true,false
1533,"alaʁmE","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6890151994345918,false,false,false
1533,"alaʁmE","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","abɔʁdəʁE",0,0.6345822929545376,false,false,false
1534,"alɛʁtE","#ab:abu:but:uti:ti#","abuti",0,0.559931243042181,true,false,false
1535,"aljEnE","#ab:abw:bwa:waj:ajE:jE#","abwajE",0,0.7025456972536475,true,true,false
1535,"aljEnE","#ab:abw:bwa:wa#","abwa",0,0.692762470313432,false,false,false
1535,"aljEnE","#ak:aku:kup:upl:pl#","akupl",0,0.38087909219708305,false,false,false
1536,"aliɲE",,,,,,,
1537,"alimɑ̃tE",,,,,,,
1538,"alitE","#ab:abʁ:bʁi:ʁit:it#","abʁit",0,0.7864541325615813,true,false,false
1538,"alitE","#ab:abʁ:bʁi:ʁit:itə:təʁ:əʁE:ʁE#","abʁitəʁE",0,0.7220561477643592,false,false,false
1539,"alEtE","#ab:abʁ:bʁO:ʁOʒ:OʒE:ʒE#","abʁOʒE",0,0.8099831551008281,true,true,false
1539,"alEtE","#ab:abʁ:bʁɔ:ʁɔʒ:ɔʒ#","abʁɔʒ",0,0.5669287303294385,false,false,false
1540,"alEʃE","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.3867229680786621,true,false,false
1541,"alEʒE",,,,,,,
1542,"alEgE","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.6859586428472311,true,false,false
1543,"alE",,,,,,,
1544,"aljE",,,,,,,
1545,"alɔ̃ʒE","#ab:aby:byz:yzE:zE#","abyzE",0,0.6045181834196675,true,true,false
1545,"alɔ̃ʒE","#ab:aby:byz:yz#","abyz",0,0.46623130524833994,false,false,false
1546,"alwE","#ak:aka:kab:abl:bl#","akabl",0,0.7656133418682433,true,false,false
1547,"alymE",,,,,,,
1548,"aluʁdisE","#ak:aks:ksɛ:sɛd:ɛdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","aksɛdəʁɔ̃",0,0.703203221662998,true,false,false
1548,"aluʁdisE","#ak:aks:ksɛ:sɛd:ɛd#","aksɛd",0,0.6515418544729356,false,false,false
1548,"aluʁdisE","#ak:aks:ksE:sEd:EdE:dE#","aksEdE",0,0.6282715396773909,false,true,false
1548,"aluʁdisE","#ak:aks:ksɛ:sɛd:ɛdə:dəʁ:əʁE:ʁE#","aksɛdəʁE",0,0.5703179697659452,false,false,false
1549,"alpagE",,,,,,,
1550,"altEʁE",,,,,,,
1551,"altɛʁnE","#ak:aks:ksɛ:sɛp:ɛpt:ptE:tE#","aksɛptE",0,0.671754663520508,true,true,false
1551,"altɛʁnE","#ak:aks:ksɛ:sɛp:ɛpt:pt#","aksɛpt",0,0.6327500421608959,false,false,false
1551,"altɛʁnE","#ab:aby:byz:yz#","abyz",0,0.4446303960258959,false,false,false
1552,"alynisE","#ak:akl:kla:lam:am#","aklam",0,0.8541501461340965,true,false,false
1553,"amadwE","#al:alf:lfa:fab:abE:bEt:Eti:tiz:iz#","alfabEtiz",0,0.6999068215042336,true,false,false
1554,"amEgʁisE",,,,,,,
1555,"amalgamE","#ak:akO:kOm:Omɔ:mɔd:ɔd#","akOmɔd",0,0.8402905354304303,true,false,false
1556,"amaʁE",,,,,,,
1557,"amasE","#ak:akɔ:kɔ̃:ɔ̃p:̃pl:pli:lis:is#","akɔ̃plis",0,0.7581097657231576,true,false,false
1558,"ɑ̃bisjOnE","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.7925998746717692,true,false,false
1558,"ɑ̃bisjOnE","#ak:akɔ:kɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","akɔʁdəʁE",0,0.698271817805498,false,false,false
1559,"abEsjɔ̃","#ak:akɔ:kɔs:ɔst:stE:tE#","akɔstE",0,0.7838919445630632,true,true,false
1559,"abEsjɔ̃","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.728092073530869,false,false,false
1559,"abEsjɔ̃","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.6636188357719311,false,false,false
1559,"abEsjɔ̃","#am:ama:maʁ:aʁ#","amaʁ",0,0.60961234592937,false,false,false
1560,"abɑ̃dOnjɔ̃","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.6897897359904844,true,false,false
1560,"abɑ̃dOnjɔ̃","#ak:aku:kuʃ:uʃE:ʃE#","akuʃE",0,0.6038476419768736,false,true,false
1560,"abɑ̃dOnjɔ̃","#al:alɛ:lɛt:ɛt#","alɛt",0,0.5147239633106855,false,false,false
1561,"abatjɔ̃",,,,,,,
1562,"abdikjɔ̃",,,,,,,
1563,"abimjɔ̃","#ak:aku:kuʁ:uʁ#","akuʁ",0,0.5717359052718777,true,false,false
1563,"abimjɔ̃","#af:afl:fly:ly#","afly",0,0.5462457154734546,false,false,false
1564,"abOlisjɔ̃",,,,,,,
1565,"abɔʁdjɔ̃","#ak:akʁ:kʁE:ʁEd:Edi:dit:it#","akʁEdit",0,0.6860751710919895,true,false,false
1565,"abɔʁdjɔ̃","#af:afy:fyt:yt#","afyt",0,0.4270926187949523,false,false,false
1566,"abutisjɔ̃",,,,,,,
1567,"abʁØvjɔ̃",,,,,,,
1568,"abʁitjɔ̃",,,,,,,
1569,"abʁOʒjɔ̃","#ak:akœ:kœj:œj#","akœj",0,0.7379848216035202,true,false,false
1570,"apsɑ̃tjɔ̃","#ak:aky:kyl:ylE:lE#","akylE",0,0.7905379475685282,true,true,false
1570,"apsɑ̃tjɔ̃","#ak:aky:kyl:yl#","akyl",0,0.6603101175566775,false,false,false
1571,"apsɔʁbjɔ̃",,,,,,,
1572,"apstənjɔ̃","#ak:aky:kyz:yz#","akyz",0,0.7548904454122097,true,false,false
1573,"abyzjɔ̃","#aʃ:aʃa:ʃal:al#","aʃal",0,0.9895615638106569,true,false,false
1573,"abyzjɔ̃","#aʃ:aʃa:ʃal:alə:ləʁ:əʁE:ʁE#","aʃaləʁE",0,0.9700438641770316,false,false,false
1573,"abyzjɔ̃","#aʃ:aʃa:ʃal:alE:lE#","aʃalE",0,0.9652560430708189,false,true,false
1573,"abyzjɔ̃","#aʃ:aʃa:ʃal:ala:la#","aʃala",0,0.9639363721605647,false,false,false
1573,"abyzjɔ̃","#aʃ:aʃa:ʃal:ala:las:as#","aʃalas",0,0.9531228898204555,false,false,false
1574,"aksEdjɔ̃",,,,,,,
1575,"aksElEʁjɔ̃","#aʃ:aʃə:ʃəm:əmi:min:inE:nE#","aʃəminE",0,0.8235599285962573,true,true,false
1575,"aksElEʁjɔ̃","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.5394225286732159,false,false,false
1576,"aksɑ̃tyjɔ̃","#aʃ:aʃə:ʃət:ətE:tE#","aʃətE",0,0.7425405828350983,true,true,false
1576,"aksɑ̃tyjɔ̃","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.64650263086336,false,false,false
1576,"aksɑ̃tyjɔ̃","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.6137075878762869,false,false,false
1577,"aksɛptjɔ̃",,,,,,,
1578,"aklamjɔ̃","#aʃ:aʃɔ:ʃɔp:ɔp#","aʃɔp",0,0.6546550628501459,true,false,false
1578,"aklamjɔ̃","#aʃ:aʃO:ʃOp:OpE:pE#","aʃOpE",0,0.5513773695323564,false,true,false
1579,"akOmOdjɔ̃",,,,,,,
1580,"akɔ̃paɲɔ̃","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.4681592154317655,true,false,false
1581,"akɔ̃plisjɔ̃","#ak:akj:kjɛ:jɛs:ɛs#","akjɛs",0,0.3938426744845355,true,false,false
1582,"akɔʁdjɔ̃",,,,,,,
1583,"akɔstjɔ̃","#ak:aks:ksj:sjɔ:jɔn:ɔn#","aksjɔn",0,0.7311864164209636,true,false,false
1583,"akɔstjɔ̃","#ak:aks:ksj:sjO:jOn:OnE:nE#","aksjOnE",0,0.7292100777800148,false,true,false
1584,"akuʃjɔ̃",,,,,,,
1585,"akuʁjɔ̃",,,,,,,
1586,"akʁOʃjɔ̃",,,,,,,
1587,"akʁwasjɔ̃",,,,,,,
1588,"akØjɔ̃","#ad:adE:dEʁ:EʁE:ʁE#","adEʁE",0,0.6833206093514047,true,true,false
1588,"akØjɔ̃","#ad:adɛ:dɛʁ:ɛʁ#","adɛʁ",0,0.6450849699112322,false,false,false
1588,"akØjɔ̃","#ad:adɛ:dɛʁ:ɛʁə:ʁəʁ:əʁE:ʁE#","adɛʁəʁE",0,0.6264475105417807,false,false,false
1588,"akØjɔ̃","#ab:abu:but:uti:ti#","abuti",0,0.4167298652457144,false,false,false
1589,"akymyljɔ̃",,,,,,,
1590,"akyzjɔ̃","#ad:adʒ:dʒy:ʒyʒ:yʒ#","adʒyʒ",0,0.9206327035254949,true,false,false
1590,"akyzjɔ̃","#af:afʁ:fʁɔ:ʁɔ̃:ɔ̃t:̃t#","afʁɔ̃t",0,0.709598675369586,false,false,false
1591,"aʃaljɔ̃","#ad:adʒ:dʒy:ʒyʁ:yʁE:ʁE#","adʒyʁE",0,0.6078790017186456,true,true,false
1591,"aʃaljɔ̃","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.5588155941286654,false,false,false
1592,"aʃaʁnjɔ̃",,,,,,,
1593,"aʃəminjɔ̃","#ad:adm:dmi:min:ini:nis:ist:stʁ:tʁ#","administʁ",0,0.619870429033037,true,false,false
1594,"aʃətjɔ̃","#ad:adm:dmi:miʁ:iʁ#","admiʁ",0,0.8459502819279828,true,false,false
1595,"aʃəvjɔ̃","#ab:aba:baz:azu:zuʁ:uʁd:ʁdi:di#","abazuʁdi",0,0.2987006635569719,true,false,false
1595,"aʃəvjɔ̃","#aʒ:aʒy:ʒys:yst:stE:tE#","aʒystE",0,0.17534171684443273,false,false,false
1595,"aʃəvjɔ̃","#ag:agO:gOn:Oni:ni#","agOni",0,0.15276945440313225,false,false,false
1595,"aʃəvjɔ̃","#af:afɛ:fɛk:ɛkt:kt#","afɛkt",0,0.06799380991101732,false,false,false
1596,"akEʁjɔ̃","#ad:adɔ:dɔn:ɔn#","adɔn",0,0.8900569079711732,true,false,false
1597,"akjEsjɔ̃","#ad:adO:dOp:Opt:pt#","adOpt",0,0.6728052604791221,true,false,false
1597,"akjEsjɔ̃","#ad:adO:dOp:Opt:ptE:tE#","adOptE",0,0.6580468109043698,false,true,false
1597,"akjEsjɔ̃","#ad:adO:dOp:Opt:ptə:təʁ:əʁE:ʁE#","adOptəʁE",0,0.6074580087891293,false,false,false
1598,"akitjɔ̃","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.5283106849825564,true,false,false
1599,"aktivjɔ̃",,,,,,,
1600,"adaptjɔ̃","#ad:adu:dub:ubE:bE#","adubE",0,0.7945928408978155,true,true,false
1600,"adaptjɔ̃","#ad:adu:dub:ub#","adub",0,0.6079631476082544,false,false,false
1600,"adaptjɔ̃","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.4008457695713327,false,false,false
1600,"adaptjɔ̃","#aa:aan:an#","aan",0,0.3434622957109755,false,false,false
1600,"adaptjɔ̃","#ag:agO:gOn:Oni:ni#","agOni",0,0.34105292196533715,false,false,false
1600,"adaptjɔ̃","#ab:abO:bOl:Oli:li#","abOli",0,0.277654277456739,false,false,false
1601,"adisjOnjɔ̃",,,,,,,
1602,"adEʁjɔ̃","#ad:adʁ:dʁɛ:ʁɛs:ɛs#","adʁɛs",0,0.8468617420692139,true,false,false
1603,"admEtjɔ̃","#ad:ady:dyl:yl#","adyl",0,0.6795514659718708,true,false,false
1604,"admiʁjɔ̃",,,,,,,
1605,"adOnjɔ̃","#ag:agʁ:gʁE:ʁE#","agʁE",0,0.2516926487867959,true,false,false
1606,"adOptjɔ̃","#af:afa:fab:aby:byl:ylE:lE#","afabylE",0,0.4238232447739884,true,true,false
1606,"adOptjɔ̃","#al:aly:lyn:yni:nis:is#","alynis",0,0.3891380428268461,false,false,false
1606,"adOptjɔ̃","#af:afa:fab:aby:byl:yl#","afabyl",0,0.3244888236319826,false,false,false
1606,"adOptjɔ̃","#af:afʁ:fʁi:ʁij:ijɑ:jɑ̃:ɑ̃d:̃d#","afʁijɑ̃d",0,0.30944481393735873,false,false,false
1606,"adOptjɔ̃","#ag:agO:gOn:Oni:nis:is#","agOnis",0,0.29529741518161134,false,false,false
1606,"adOptjɔ̃","#al:aly:lyn:yni:ni#","alyni",0,0.2630380466603996,false,false,false
1606,"adOptjɔ̃","#ak:akʁ:kʁE:ʁEd:Edi:dit:it#","akʁEdit",0,0.23980939440979251,false,false,false
1606,"adOptjɔ̃","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.23725382417276236,false,false,false
1606,"adOptjɔ̃","#ag:agO:gOn:Oni:ni#","agOni",0,0.127664268323218,false,false,false
1606,"adOptjɔ̃","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.1252762186048506,false,false,false
1607,"adOʁjɔ̃","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.3853197614922277,true,false,false
1608,"adosjɔ̃",,,,,,,
1609,"adʁEsjɔ̃",,,,,,,
1610,"afEblisjɔ̃",,,,,,,
1611,"afEʁjɔ̃",,,,,,,
1612,"afɛktjɔ̃","#af:afa:fam:am#","afam",0,0.6109180895627606,true,false,false
1612,"afɛktjɔ̃","#af:afi:fil:il#","afil",0,0.2865462682702467,false,false,false
1613,"afEksjOnjɔ̃","#af:afɛ:fɛk:ɛkt:ktE:tE#","afɛktE",0,0.6768859130118915,true,true,false
1614,"afiʃjɔ̃","#af:afE:fEk:Eks:ksj:sjɔ:jɔn:ɔn#","afEksjɔn",0,0.7085648827211246,true,false,false
1614,"afiʃjɔ̃","#af:afE:fEk:Eks:ksj:sjO:jOn:OnE:nE#","afEksjOnE",0,0.6789935706722358,false,true,false
1615,"afiljɔ̃",,,,,,,
1616,"afiʁmjɔ̃","#af:afi:fiʃ:iʃ#","afiʃ",0,0.7454250947868482,true,false,false
1616,"afiʁmjɔ̃","#af:afi:fiʃ:iʃE:ʃE#","afiʃE",0,0.7275382646675282,false,true,false
1617,"afliʒjɔ̃",,,,,,,
1618,"afʁɑ̃ʃisjɔ̃",,,,,,,
1619,"afʁEtjɔ̃","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.6623182107053378,true,false,false
1619,"afʁEtjɔ̃","#af:afi:fiʁ:iʁm:ʁmE:mE#","afiʁmE",0,0.6087939617283499,false,true,false
1619,"afʁEtjɔ̃","#al:alɛ:lɛg:ɛg#","alɛg",0,0.5145940861435437,false,false,false
1620,"afʁɔ̃tjɔ̃","#af:afl:flØ:lØʁ:ØʁE:ʁE#","aflØʁE",0,0.8742093088091123,true,true,false
1620,"afʁɔ̃tjɔ̃","#af:afl:flœ:lœʁ:œʁ#","aflœʁ",0,0.7508702480681346,false,false,false
1620,"afʁɔ̃tjɔ̃","#ag:agʁ:gʁE:ʁEm:Emɑ:mɑ̃:ɑ̃t:̃t#","agʁEmɑ̃t",0,0.4400764822858627,false,false,false
1621,"agʁavjɔ̃",,,,,,,
1622,"aʒisjɔ̃","#af:afl:fly:ly#","afly",0,0.7340833221690216,true,false,false
1623,"aʒitjɔ̃",,,,,,,
1624,"agʁɑ̃disjɔ̃",,,,,,,
1625,"agʁipjɔ̃","#af:afʁ:fʁE:ʁEt:EtE:tE#","afʁEtE",0,0.7449867520340755,true,true,false
1625,"agʁipjɔ̃","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.5805014458713507,false,false,false
1625,"agʁipjɔ̃","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.19118141472532177,false,false,false
1626,"Edjɔ̃","#af:afʁ:fʁɔ:ʁɔ̃:ɔ̃t:̃t#","afʁɔ̃t",0,0.8150638664733156,true,false,false
1627,"ajɔ̃","#af:afy:fyb:ybl:bl#","afybl",0,0.7894846337098955,true,false,false
1628,"Emjɔ̃","#af:afy:fyt:yt#","afyt",0,0.6262997963174036,true,false,false
1628,"Emjɔ̃","#ab:aby:byz:yz#","abyz",0,0.3561512241131444,false,false,false
1629,"aʒutjɔ̃",,,,,,,
